Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Season,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
1458,Lucas Lima,br BRA,DF,Nantes,fr Ligue 1,24,1991,38,38,3382,37.6,1,2,3,0,1,2,5,2,0.03,0.05,0.08,0.00,0.05,Matches,2016-2017,,,,,,,,,,,,
1459,Heinz Lindner,at AUT,GK,Eint Frankfurt,de Bundesliga,26,1990,2,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1460,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,21,1995,35,27,2384,26.5,1,4,5,1,0,0,5,0,0.04,0.15,0.19,0.04,0.19,Matches,2016-2017,,,,,,,,,,,,
1461,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,23,1992,25,18,1360,15.1,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches,2016-2017,,,,,,,,,,,,
1462,Pol Lirola,es ESP,DF,Sassuolo,it Serie A,18,1997,22,17,1548,17.2,0,3,3,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,2016-2017,,,,,,,,,,,,
1463,Marko Livaja,hr CRO,FW,Las Palmas,es La Liga,22,1993,25,16,1444,16.0,5,3,8,5,0,0,12,1,0.31,0.19,0.50,0.31,0.50,Matches,2016-2017,,,,,,,,,,,,
1464,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,26,1989,16,15,1301,14.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1465,Jake Livermore,eng ENG,"MF,DF",Hull City,eng Premier League,26,1989,21,20,1670,18.6,1,0,1,1,0,0,3,1,0.05,0.00,0.05,0.05,0.05,Matches,2016-2017,,,,,,,,,,,,
1466,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,25,1991,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1467,Adem Ljajić,rs SRB,"FW,MF",Torino,it Serie A,24,1991,33,30,2513,27.9,10,8,18,9,1,2,5,0,0.36,0.29,0.64,0.32,0.61,Matches,2016-2017,,,,,,,,,,,,
1468,Diego Llorente,es ESP,"DF,MF",Málaga,es La Liga,22,1993,25,23,2028,22.5,2,0,2,2,0,0,2,1,0.09,0.00,0.09,0.09,0.09,Matches,2016-2017,,,,,,,,,,,,
1469,Fernando Llorente,es ESP,FW,Swansea City,eng Premier League,31,1985,33,28,2442,27.1,15,1,16,15,0,0,2,0,0.55,0.04,0.59,0.55,0.59,Matches,2016-2017,,,,,,,,,,,,
1470,Marcos Llorente,es ESP,MF,Alavés,es La Liga,21,1995,32,31,2806,31.2,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
1471,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,29,1986,34,34,3004,33.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1472,Alexandre Llovet,fr FRA,FW,Montpellier,fr Ligue 1,18,1997,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1473,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,20,1996,4,1,82,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1474,Simone Lo Faso,it ITA,MF,Palermo,it Serie A,18,1998,10,1,255,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1475,Manuel Locatelli,it ITA,MF,Milan,it Serie A,18,1998,25,17,1694,18.8,2,0,2,2,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matches,2016-2017,,,,,,,,,,,,
1476,Francesco Lodi,it ITA,MF,Udinese,it Serie A,32,1984,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1477,Raoul Loé,cm CMR,MF,Osasuna,es La Liga,27,1989,7,6,570,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1478,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,eng Premier League,20,1996,6,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1479,David Lombán,es ESP,DF,Granada,es La Liga,29,1987,21,20,1841,20.5,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,2016-2017,,,,,,,,,,,,
1480,Cristiano Lombardi,it ITA,FW,Lazio,it Serie A,20,1995,18,3,437,4.9,1,0,1,1,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches,2016-2017,,,,,,,,,,,,
1481,Kevin Long,ie IRL,DF,Burnley,eng Premier League,25,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1482,Shane Long,ie IRL,FW,Southampton,eng Premier League,29,1987,32,10,1321,14.7,3,2,5,3,0,1,2,0,0.20,0.14,0.34,0.20,0.34,Matches,2016-2017,,,,,,,,,,,,
1483,Ademola Lookman,ng NGA,FW,Everton,eng Premier League,18,1997,8,3,289,3.2,1,0,1,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches,2016-2017,,,,,,,,,,,,
1484,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,25,1990,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1485,Hélder Lopes,pt POR,DF,Las Palmas,es La Liga,27,1989,15,13,1224,13.6,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017,,,,,,,,,,,,
1486,Rony Lopes,pt POR,"MF,FW",Lille,fr Ligue 1,20,1995,25,22,1861,20.7,4,4,8,4,0,0,2,0,0.19,0.19,0.39,0.19,0.39,Matches,2016-2017,,,,,,,,,,,,
1487,Adrián López,es ESP,"FW,MF",Villarreal,es La Liga,28,1988,15,7,677,7.5,2,1,3,2,0,0,0,0,0.27,0.13,0.40,0.27,0.40,Matches,2016-2017,,,,,,,,,,,,
1488,David López,es ESP,"DF,MF",Espanyol,es La Liga,26,1989,36,36,3240,36.0,3,2,5,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,Matches,2016-2017,,,,,,,,,,,,
1489,Diego López,es ESP,GK,Espanyol,es La Liga,34,1981,35,35,3112,34.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1490,Isma López,es ESP,"DF,MF",Sporting Gijón,es La Liga,26,1990,27,19,1732,19.2,0,3,3,0,0,1,5,0,0.00,0.16,0.16,0.00,0.16,Matches,2016-2017,,,,,,,,,,,,
1491,Javi López,es ESP,DF,Espanyol,es La Liga,30,1986,19,17,1522,16.9,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
1492,Maxi López,ar ARG,FW,Torino,it Serie A,32,1984,16,2,440,4.9,2,0,2,2,0,0,2,0,0.41,0.00,0.41,0.41,0.41,Matches,2016-2017,,,,,,,,,,,,
1493,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,18,1997,30,26,2173,24.1,3,7,10,3,0,0,4,0,0.12,0.29,0.41,0.12,0.41,Matches,2016-2017,,,,,,,,,,,,
1494,Unai López,es ESP,MF,Leganés,es La Liga,20,1995,23,12,1167,13.0,2,0,2,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,2016-2017,,,,,,,,,,,,
1495,Alberto Lora,es ESP,DF,Sporting Gijón,es La Liga,29,1987,7,4,378,4.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1496,Jonas Lössl,dk DEN,GK,Mainz 05,de Bundesliga,27,1989,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1497,Jordan Lotiès,fr FRA,DF,Dijon,fr Ligue 1,31,1984,24,23,2046,22.7,2,0,2,2,0,0,5,2,0.09,0.00,0.09,0.09,0.09,Matches,2016-2017,,,,,,,,,,,,
1498,Jeff Louis,ht HAI,"MF,FW",Caen,fr Ligue 1,23,1992,5,3,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1499,Donald Love,sct SCO,DF,Sunderland,eng Premier League,21,1994,12,6,611,6.8,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,2016-2017,,,,,,,,,,,,
1500,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,27,1989,29,29,2553,28.4,2,1,3,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,Matches,2016-2017,,,,,,,,,,,,
1501,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,27,1989,36,36,3240,36.0,0,2,2,0,0,0,9,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
1502,Luciano,br BRA,FW,Leganés,es La Liga,23,1993,25,11,1177,13.1,4,2,6,3,1,1,3,0,0.31,0.15,0.46,0.23,0.38,Matches,2016-2017,,,,,,,,,,,,
1503,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,30,1985,34,34,3006,33.4,3,6,9,3,0,0,5,0,0.09,0.18,0.27,0.09,0.27,Matches,2016-2017,,,,,,,,,,,,
1504,José Luis Gayà,es ESP,DF,Valencia,es La Liga,21,1995,27,24,2089,23.2,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches,2016-2017,,,,,,,,,,,,
1505,Luisinho,pt POR,"DF,MF",La Coruña,es La Liga,31,1985,26,20,1907,21.2,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
1506,David Luiz,br BRA,DF,Chelsea,eng Premier League,29,1987,33,33,2954,32.8,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,2016-2017,,,,,,,,,,,,
1507,David Luiz,br BRA,DF,Paris S-G,fr Ligue 1,29,1987,3,3,241,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1508,Jordan Lukaku,be BEL,"MF,DF",Lazio,it Serie A,22,1994,16,8,851,9.5,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,2016-2017,,,,,,,,,,,,
1509,Romelu Lukaku,be BEL,FW,Everton,eng Premier League,23,1993,37,36,3266,36.3,25,6,31,24,1,1,3,0,0.69,0.17,0.85,0.66,0.83,Matches,2016-2017,,,,,,,,,,,,
1510,Dodi Lukebakio,be BEL,"FW,MF",Toulouse,fr Ligue 1,18,1997,5,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1511,Saša Lukić,rs SRB,MF,Torino,it Serie A,19,1996,14,7,777,8.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1512,Senad Lulić,ba BIH,"MF,FW",Lazio,it Serie A,30,1986,31,29,2486,27.6,3,9,12,3,0,0,8,2,0.11,0.33,0.43,0.11,0.43,Matches,2016-2017,,,,,,,,,,,,
1513,Antonio Luna,es ESP,DF,Eibar,es La Liga,25,1991,26,24,2115,23.5,1,5,6,1,0,0,3,0,0.04,0.21,0.26,0.04,0.26,Matches,2016-2017,,,,,,,,,,,,
1514,Arnaud Lusamba,cd COD,"FW,MF",Nice,fr Ligue 1,19,1997,6,3,253,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1515,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,de Bundesliga,28,1988,19,17,1500,16.7,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
1516,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,29,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1517,Germán Lux,ar ARG,GK,La Coruña,es La Liga,34,1982,25,25,2204,24.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1518,Cheikh M'Bengue,sn SEN,"DF,MF",Saint-Étienne,fr Ligue 1,28,1988,15,15,1179,13.1,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,2016-2017,,,,,,,,,,,,
1519,Massimo Maccarone,it ITA,FW,Empoli,it Serie A,36,1979,28,17,1508,16.8,5,2,7,3,2,2,3,1,0.30,0.12,0.42,0.18,0.30,Matches,2016-2017,,,,,,,,,,,,
1520,Zinédine Machach,fr FRA,MF,Marseille,fr Ligue 1,20,1996,10,4,417,4.6,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1521,Darwin Machís,ve VEN,"MF,FW",Leganés,es La Liga,23,1993,27,10,1058,11.8,1,3,4,1,0,0,1,0,0.09,0.26,0.34,0.09,0.34,Matches,2016-2017,,,,,,,,,,,,
1522,Christian Maggio,it ITA,DF,Napoli,it Serie A,34,1982,7,4,394,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1523,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,31,1984,15,14,1193,13.3,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,2016-2017,,,,,,,,,,,,
1524,Harry Maguire,eng ENG,DF,Hull City,eng Premier League,23,1993,29,25,2307,25.6,2,1,3,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches,2016-2017,,,,,,,,,,,,
1525,Hicham Mahou,fr FRA,"FW,MF",Nice,fr Ligue 1,17,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1526,Riyad Mahrez,dz ALG,MF,Leicester City,eng Premier League,25,1991,36,33,2825,31.4,6,4,10,3,3,5,4,0,0.19,0.13,0.32,0.10,0.22,Matches,2016-2017,,,,,,,,,,,,
1527,Raffaele Maiello,it ITA,MF,Empoli,it Serie A,25,1991,1,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1528,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,17,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1529,Domenico Maietta,it ITA,DF,Bologna,it Serie A,33,1982,29,29,2373,26.4,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches,2016-2017,,,,,,,,,,,,
1530,Habib Maïga,ci CIV,"DF,MF",Saint-Étienne,fr Ligue 1,20,1996,5,4,295,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1531,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,21,1995,7,6,566,6.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1532,Anthony Maisonnial,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1998,2,1,168,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1533,Ainsley Maitland-Niles,eng ENG,"DF,FW",Arsenal,eng Premier League,18,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1534,Abdul Majeed Waris,gh GHA,"FW,MF",Lorient,fr Ligue 1,24,1991,35,31,2840,31.6,9,5,14,8,1,3,5,0,0.29,0.16,0.44,0.25,0.41,Matches,2016-2017,,,,,,,,,,,,
1535,Jean-Victor Makengo,fr FRA,MF,Caen,fr Ligue 1,18,1998,17,9,877,9.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1536,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,24,1991,8,7,678,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,2016-2017,,,,,,,,,,,,
1537,Steed Malbranque,fr FRA,MF,Caen,fr Ligue 1,36,1980,13,3,370,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1538,Malcom,br BRA,"FW,MF",Bordeaux,fr Ligue 1,19,1997,37,33,2728,30.3,7,4,11,7,0,1,2,0,0.23,0.13,0.36,0.23,0.36,Matches,2016-2017,,,,,,,,,,,,
1539,Kévin Malcuit,ma MAR,"DF,MF",Saint-Étienne,fr Ligue 1,25,1991,25,23,2092,23.2,0,2,2,0,0,0,4,2,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
1540,Aly Mallé,ml MLI,"MF,FW",Granada,es La Liga,18,1998,11,6,508,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1541,Yunus Mallı,tr TUR,"MF,FW",Wolfsburg,de Bundesliga,24,1992,16,13,1175,13.1,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,Matches,2016-2017,,,,,,,,,,,,
1542,Yunus Mallı,tr TUR,MF,Mainz 05,de Bundesliga,24,1992,16,15,1376,15.3,6,6,12,3,3,3,0,0,0.39,0.39,0.78,0.20,0.59,Matches,2016-2017,,,,,,,,,,,,
1543,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,25,1991,23,22,1988,22.1,2,1,3,2,0,0,10,1,0.09,0.05,0.14,0.09,0.14,Matches,2016-2017,,,,,,,,,,,,
1544,Shaun Maloney,sct SCO,MF,Hull City,eng Premier League,33,1983,9,2,283,3.1,1,2,3,1,0,0,0,0,0.32,0.64,0.95,0.32,0.95,Matches,2016-2017,,,,,,,,,,,,
1545,Emanuel Mammana,ar ARG,DF,Lyon,fr Ligue 1,20,1996,17,17,1514,16.8,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,2016-2017,,,,,,,,,,,,
1546,Rey Manaj,al ALB,FW,Pescara,it Serie A,19,1997,12,4,474,5.3,2,0,2,2,0,0,2,0,0.38,0.00,0.38,0.38,0.38,Matches,2016-2017,,,,,,,,,,,,
1547,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,27,1989,33,32,2865,31.8,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,2016-2017,,,,,,,,,,,,
1548,Steve Mandanda,fr FRA,GK,Crystal Palace,eng Premier League,31,1985,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1549,Christophe Mandanne,fr FRA,FW,Nancy,fr Ligue 1,31,1985,20,9,932,10.4,1,1,2,1,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches,2016-2017,,,,,,,,,,,,
1550,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,24,1991,26,25,2215,24.6,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,Matches,2016-2017,,,,,,,,,,,,
1551,Georges Mandjeck,cm CMR,MF,Metz,fr Ligue 1,27,1988,29,27,2336,26.0,3,0,3,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,Matches,2016-2017,,,,,,,,,,,,
1552,Rolando Mandragora,it ITA,MF,Juventus,it Serie A,19,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1553,Mario Mandžukić,hr CRO,"FW,MF",Juventus,it Serie A,30,1986,34,28,2483,27.6,7,4,11,7,0,0,5,0,0.25,0.14,0.40,0.25,0.40,Matches,2016-2017,,,,,,,,,,,,
1554,Alexis Mané,sn SEN,MF,Guingamp,fr Ligue 1,19,1997,4,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1555,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,24,1992,27,26,2235,24.8,13,5,18,13,0,0,4,0,0.52,0.20,0.72,0.52,0.72,Matches,2016-2017,,,,,,,,,,,,
1556,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,25,1991,30,30,2644,29.4,2,0,2,2,0,0,11,1,0.07,0.00,0.07,0.07,0.07,Matches,2016-2017,,,,,,,,,,,,
1557,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,29,1987,34,33,2844,31.6,3,6,9,1,2,2,3,0,0.09,0.19,0.28,0.03,0.22,Matches,2016-2017,,,,,,,,,,,,
1558,Ousman Manneh,gm GAM,FW,Werder Bremen,de Bundesliga,19,1997,6,6,486,5.4,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,2016-2017,,,,,,,,,,,,
1559,Vito Mannone,it ITA,GK,Sunderland,eng Premier League,28,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1560,Kostas Manolas,gr GRE,DF,Roma,it Serie A,25,1991,33,32,2771,30.8,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,Matches,2016-2017,,,,,,,,,,,,
1561,Javier Manquillo,es ESP,"DF,MF",Sunderland,eng Premier League,22,1994,20,15,1430,15.9,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,2016-2017,,,,,,,,,,,,
1562,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,32,1984,31,30,2697,30.0,1,0,1,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,Matches,2016-2017,,,,,,,,,,,,
1563,José Manuel Jurado,es ESP,MF,Espanyol,es La Liga,30,1986,31,27,2457,27.3,3,4,7,3,0,0,0,0,0.11,0.15,0.26,0.11,0.26,Matches,2016-2017,,,,,,,,,,,,
1564,Faitout Maouassa,fr FRA,"MF,FW",Nancy,fr Ligue 1,18,1998,14,13,1039,11.5,3,3,6,3,0,0,4,2,0.26,0.26,0.52,0.26,0.52,Matches,2016-2017,,,,,,,,,,,,
1565,Mohamed Mara,gn GUI,"MF,FW",Lorient,fr Ligue 1,19,1996,9,7,626,7.0,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,2016-2017,,,,,,,,,,,,
1566,Florian Marange,fr FRA,DF,Bastia,fr Ligue 1,30,1986,19,16,1452,16.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1567,Fernando Marçal,br BRA,DF,Guingamp,fr Ligue 1,27,1989,31,31,2688,29.9,0,6,6,0,0,0,4,2,0.00,0.20,0.20,0.00,0.20,Matches,2016-2017,,,,,,,,,,,,
1568,Vincent Marcel,fr FRA,"FW,MF",Nice,fr Ligue 1,19,1997,6,3,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1569,Marcelo,br BRA,DF,Real Madrid,es La Liga,28,1988,30,26,2279,25.3,2,10,12,2,0,0,2,0,0.08,0.39,0.47,0.08,0.47,Matches,2016-2017,,,,,,,,,,,,
1570,Giovanni Marchese,it ITA,DF,Genoa,it Serie A,31,1984,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1571,Federico Marchetti,it ITA,GK,Lazio,it Serie A,33,1983,17,17,1485,16.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1572,Vincent Marchetti,fr FRA,MF,Nancy,fr Ligue 1,19,1997,17,10,977,10.9,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,2016-2017,,,,,,,,,,,,
1573,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,30,1986,18,15,1253,13.9,1,3,4,1,0,0,2,0,0.07,0.22,0.29,0.07,0.29,Matches,2016-2017,,,,,,,,,,,,
1574,Gian Marco Ferrari,it ITA,DF,Crotone,it Serie A,24,1992,37,37,3330,37.0,3,1,4,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11,Matches,2016-2017,,,,,,,,,,,,
1575,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,27,1989,27,24,2150,23.9,1,4,5,1,0,0,3,0,0.04,0.17,0.21,0.04,0.21,Matches,2016-2017,,,,,,,,,,,,
1576,José María Giménez,uy URU,"DF,MF",Atlético Madrid,es La Liga,21,1995,17,12,1013,11.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1577,Mariano,do DOM,FW,Real Madrid,es La Liga,22,1993,8,0,124,1.4,1,1,2,1,0,0,0,0,0.73,0.73,1.45,0.73,1.45,Matches,2016-2017,,,,,,,,,,,,
1578,Mariano,br BRA,"DF,MF",Sevilla,es La Liga,30,1986,31,29,2643,29.4,0,2,2,0,0,0,10,0,0.00,0.07,0.07,0.00,0.07,Matches,2016-2017,,,,,,,,,,,,
1579,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,29,1986,7,6,562,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1580,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,24,1991,24,17,1437,16.0,1,1,2,1,0,0,4,2,0.06,0.06,0.13,0.06,0.13,Matches,2016-2017,,,,,,,,,,,,
1581,Guido Marilungo,it ITA,FW,Empoli,it Serie A,26,1989,20,11,942,10.5,0,4,4,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38,Matches,2016-2017,,,,,,,,,,,,
1582,Adrián Marín,es ESP,DF,Leganés,es La Liga,19,1997,13,11,910,10.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1583,Diego Mariño,es ESP,GK,Sporting Gijón,es La Liga,26,1990,2,2,180,2.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,2016-2017,,,,,,,,,,,,
1584,João Mário,pt POR,MF,Inter,it Serie A,23,1993,30,22,2003,22.3,3,5,8,3,0,0,5,0,0.13,0.22,0.36,0.13,0.36,Matches,2016-2017,,,,,,,,,,,,
1585,Lazar Marković,rs SRB,MF,Hull City,eng Premier League,22,1994,12,12,1005,11.2,2,0,2,2,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,2016-2017,,,,,,,,,,,,
